1.142498155823550743e+00 3.839906046117980143e-01 1.000000000000000000e+00
2.880466124540503436e+00 -1.941980888493590962e+00 -1.000000000000000000e+00
2.547554505681698167e+00 -2.509352374277327158e-01 1.000000000000000000e+00
1.923139085082581135e+00 -2.093333755963317611e+00 -1.000000000000000000e+00
-8.343259506716105278e-02 7.686334420340495965e-01 1.000000000000000000e+00
3.513158496653526086e+00 -9.645929935615819018e-01 -1.000000000000000000e+00
1.152724801851645831e+00 -1.063290313552819777e+00 1.000000000000000000e+00
2.141199993830728232e+00 -1.598137239123773146e+00 -1.000000000000000000e+00
1.139581694292424618e+00 2.811309862675195781e+00 1.000000000000000000e+00
2.335218209492383679e+00 -4.605147608803221160e-01 -1.000000000000000000e+00
1.729314493434817024e+00 1.291902149202290850e+00 1.000000000000000000e+00
1.454671213769346938e+00 -1.321647238740406571e+00 -1.000000000000000000e+00
2.527516647454756349e+00 3.043087555436373215e+00 1.000000000000000000e+00
1.981459693731010940e+00 -4.170425732049477530e-01 -1.000000000000000000e+00
1.183182389892213138e+00 2.777031322394618584e+00 1.000000000000000000e+00
9.009478412276299419e-01 -1.839473071618184630e+00 -1.000000000000000000e+00
1.626354566668049006e-01 9.028004705191873258e-01 1.000000000000000000e+00
-7.390595612208881171e-01 -1.990862218601410216e-01 -1.000000000000000000e+00
9.380526937594269032e-01 -3.388008854869917208e-02 1.000000000000000000e+00
4.245225869251529893e-01 -5.521319859135412900e-01 -1.000000000000000000e+00
1.298100968571629155e+00 1.544432509970583123e+00 1.000000000000000000e+00
2.752373822784023982e+00 -6.314848086371691593e-01 -1.000000000000000000e+00
1.646448732460225273e+00 1.196912496246150814e+00 1.000000000000000000e+00
3.377934251478024397e+00 1.772906928431781104e-01 -1.000000000000000000e+00
-4.784417203395798790e-01 1.011327295111912772e+00 1.000000000000000000e+00
2.969519180449668116e+00 -2.961664839338964406e-01 -1.000000000000000000e+00
1.527403270444465111e-01 1.319177583585354974e+00 1.000000000000000000e+00
2.871475422798472010e+00 -1.617374512149918342e-01 -1.000000000000000000e+00
8.198088060654473708e-02 5.173961885860168808e-01 1.000000000000000000e+00
3.429195275360657824e+00 -5.912317433839338054e-01 -1.000000000000000000e+00
1.020246959566706746e+00 1.702750253497030908e+00 1.000000000000000000e+00
1.498952379783318634e+00 -2.161431568008909121e-01 -1.000000000000000000e+00
-1.022199853080683063e-01 8.489283323202563292e-01 1.000000000000000000e+00
1.595757721420038244e+00 -1.150946913938263760e+00 -1.000000000000000000e+00
2.524689401279848866e+00 9.624879351075569245e-01 1.000000000000000000e+00
3.353748619104634621e+00 -1.757586492158142111e+00 -1.000000000000000000e+00
1.207315577459080469e-01 -6.444441215025342728e-02 1.000000000000000000e+00
2.309065590322870065e+00 -9.622323550677429616e-01 -1.000000000000000000e+00
2.193335032196644274e+00 1.555053215637694830e+00 1.000000000000000000e+00
2.892333698392674624e+00 -1.518793878438127187e+00 -1.000000000000000000e+00
2.011253603559977510e+00 1.344556191950799340e+00 1.000000000000000000e+00
1.856557357094988259e+00 -1.239783659729185139e+00 -1.000000000000000000e+00
4.323069915951558428e-01 1.938301899892396651e+00 1.000000000000000000e+00
2.678589047630711040e+00 -1.353830971235625569e+00 -1.000000000000000000e+00
1.778067333051111198e+00 4.087610231834414298e-01 1.000000000000000000e+00
2.900175819264429578e+00 1.694870867848796703e-01 -1.000000000000000000e+00
4.784819760895462348e-01 1.763555367266895990e+00 1.000000000000000000e+00
3.274785720678095480e+00 -1.890459468025758261e+00 -1.000000000000000000e+00
1.558629981900975014e+00 1.397712688194057584e+00 1.000000000000000000e+00
1.351226627796289659e+00 5.698712657237279267e-01 -1.000000000000000000e+00
-9.304669487292294150e-02 1.205912192068151700e+00 1.000000000000000000e+00
2.313629302034389212e+00 7.553933251031330620e-02 -1.000000000000000000e+00
1.800060936818898227e+00 2.811235526570977861e+00 1.000000000000000000e+00
9.346933363149512175e-01 -2.424539691813398790e-01 -1.000000000000000000e+00
5.770527446904780700e-01 1.138107023113613891e+00 1.000000000000000000e+00
2.212980279330436950e+00 3.044026062391282927e-01 -1.000000000000000000e+00
2.741794403055568097e+00 1.518082515088118312e+00 1.000000000000000000e+00
3.778533044099485316e+00 -3.478619911980073143e-01 -1.000000000000000000e+00
1.662852426830386587e+00 8.756538521652061924e-01 1.000000000000000000e+00
1.940198111990350416e+00 -7.230398364930046284e-01 -1.000000000000000000e+00
8.656096210645992661e-01 3.585928887395222198e-01 1.000000000000000000e+00
3.569377561240680841e+00 -7.794048842813466882e-01 -1.000000000000000000e+00
1.789630686451463282e+00 1.895092385679558067e+00 1.000000000000000000e+00
2.227882186774394757e+00 -2.724111534091504527e-01 -1.000000000000000000e+00
7.501021502762927895e-01 1.619285890721975374e-01 1.000000000000000000e+00
2.333280589433594177e+00 -4.304361320294012305e-01 -1.000000000000000000e+00
1.621233185470706051e+00 1.280921454357871969e+00 1.000000000000000000e+00
2.993020155190157183e+00 -1.320843116747646873e+00 -1.000000000000000000e+00
1.368398449936233163e+00 1.126399168864347100e+00 1.000000000000000000e+00
3.650857034874505302e+00 -1.323146688654395886e+00 -1.000000000000000000e+00
2.070568435983092259e-01 1.095810158981546323e+00 1.000000000000000000e+00
3.216906545812471485e+00 7.065314992963709351e-01 -1.000000000000000000e+00
1.482729209138678783e+00 -3.015420315826065067e-01 1.000000000000000000e+00
1.278961585660213007e+00 -2.101252293139879157e+00 -1.000000000000000000e+00
9.493381277882004809e-01 1.685776685719272194e+00 1.000000000000000000e+00
2.444029024798298977e+00 -5.421778626313169536e-01 -1.000000000000000000e+00
2.960386394568828461e+00 2.281241734719781089e+00 1.000000000000000000e+00
1.698566375298888431e+00 -8.939609914388007006e-01 -1.000000000000000000e+00
-1.930962538683245189e-01 9.191411107492202248e-01 1.000000000000000000e+00
2.480421281213835982e+00 -1.739942750906882551e+00 -1.000000000000000000e+00
2.409973897106110652e+00 1.656850582403876837e+00 1.000000000000000000e+00
1.943884375737053638e+00 -1.110150460393219518e+00 -1.000000000000000000e+00
1.443733188942679435e+00 7.499499221302050600e-01 1.000000000000000000e+00
1.514595177165881879e+00 -1.413061753379393881e+00 -1.000000000000000000e+00
2.489085075677722081e+00 -2.133030624115284102e-01 1.000000000000000000e+00
3.513567463714136085e+00 1.319625739244180584e+00 -1.000000000000000000e+00
5.345237896960752799e-01 1.416472733565934394e+00 1.000000000000000000e+00
1.532206743157024764e+00 -1.101980164886450897e+00 -1.000000000000000000e+00
1.171405567172052686e+00 1.450345456447557746e+00 1.000000000000000000e+00
2.875392612344413568e+00 1.029260685038579926e-02 -1.000000000000000000e+00
9.387449485548385875e-01 9.158954123831879457e-01 1.000000000000000000e+00
3.331626281061390138e+00 -1.854379089092272226e+00 -1.000000000000000000e+00
6.004692243147575770e-01 1.201043519660796921e+00 1.000000000000000000e+00
2.733641933055647399e+00 -6.876289931929948640e-01 -1.000000000000000000e+00
1.430253528768442361e+00 2.362065361174054967e+00 1.000000000000000000e+00
4.751365549878401318e-01 6.858436219979602289e-01 -1.000000000000000000e+00
1.020290663913137719e+00 1.490031253750643936e+00 1.000000000000000000e+00
2.937115277886254816e+00 -1.052819280450025374e+00 -1.000000000000000000e+00
1.855260780279228694e+00 3.783781566819857112e-01 1.000000000000000000e+00
2.685351001104957280e+00 2.661534265317455628e-03 -1.000000000000000000e+00
8.028760480660122045e-01 2.559069558743467532e+00 1.000000000000000000e+00
2.265618889323836260e+00 7.903560114047261109e-01 -1.000000000000000000e+00
8.914312767243395275e-01 5.589664652060906125e-01 1.000000000000000000e+00
2.061549845885756405e+00 -2.381319059315936570e+00 -1.000000000000000000e+00
1.214989759482693721e+00 1.530085077257029802e+00 1.000000000000000000e+00
1.403777963894074166e+00 -9.353527475947669423e-01 -1.000000000000000000e+00
1.790605098141957674e+00 1.155941949720922679e+00 1.000000000000000000e+00
3.138698186214501806e+00 -1.911082716699725736e-01 -1.000000000000000000e+00
-6.123592373089981056e-01 1.239504632618308344e+00 1.000000000000000000e+00
2.560834657586116947e+00 -5.074349580837926865e-01 -1.000000000000000000e+00
4.368360216601823165e-01 2.941677590916137452e-01 1.000000000000000000e+00
1.831480884275272336e+00 -1.315572304054230202e+00 -1.000000000000000000e+00
1.130915552072610186e+00 3.489733081499366563e-01 1.000000000000000000e+00
2.952446169888945704e+00 -6.682429626132929679e-01 -1.000000000000000000e+00
1.357703481514051180e+00 3.241559419778976547e+00 1.000000000000000000e+00
1.158134117823169440e+00 -1.069085425855067051e+00 -1.000000000000000000e+00
4.396920355815135961e-01 1.149275794333612044e+00 1.000000000000000000e+00
2.921966005155007373e+00 3.728849329150938363e-01 -1.000000000000000000e+00
1.254813626720791220e+00 1.448266795628518899e-01 1.000000000000000000e+00
3.295399409289753834e+00 -1.871467054857027801e-01 -1.000000000000000000e+00
1.500195937081872488e+00 -3.490424570112720115e-01 1.000000000000000000e+00
3.302637659770846668e+00 1.492785594620718026e-01 -1.000000000000000000e+00
